"rules","support","confidence","lift","count"
"{ScheduledDay=23} => {AppointmentDay=23}",0.0517430130194432,1,8.13476116876426,5719
"{ScheduledDay=23} => {SMS_received=0}",0.0517430130194432,1,1.47280964754481,5719
"{ScheduledDay=19} => {SMS_received=0}",0.142408642232215,0.870767868997566,1.28247531823165,15740
"{AppointmentDay=20} => {SMS_received=0}",0.194124512562541,1,1.47280964754481,21456
"{ScheduledDay=23,AppointmentDay=23} => {SMS_received=0}",0.0517430130194432,1,1.47280964754481,5719
"{ScheduledDay=23,SMS_received=0} => {AppointmentDay=23}",0.0517430130194432,1,8.13476116876426,5719
"{ScheduledDay=23,Handcap=0} => {AppointmentDay=23}",0.0505306395722312,1,8.13476116876426,5585
"{ScheduledDay=23,Handcap=0} => {SMS_received=0}",0.0505306395722312,1,1.47280964754481,5585
"{ScheduledDay=22,AppointmentDay=22} => {SMS_received=0}",0.0926651406443674,0.95943793911007,1.41306945294182,10242
"{ScheduledDay=22,SMS_received=0} => {AppointmentDay=22}",0.0926651406443674,0.934403795274154,4.76875136354372,10242
"{ScheduledDay=20,AppointmentDay=20} => {SMS_received=0}",0.0921132392989948,1,1.47280964754481,10181
"{ScheduledDay=20,SMS_received=0} => {AppointmentDay=20}",0.0921132392989948,0.887310440997037,4.57083152088364,10181
"{ScheduledDay=19,AppointmentDay=19} => {SMS_received=0}",0.0963022609860034,0.996442613742745,1.46757029474508,10644
"{Gender=0,ScheduledDay=19} => {SMS_received=0}",0.0516615849520932,0.885545905707196,1.30424055326936,5710
"{Gender=1,ScheduledDay=19} => {SMS_received=0}",0.0907470572801216,0.862573099415205,1.27040598253134,10030
"{ScheduledDay=19,Hipertension=0} => {SMS_received=0}",0.112660254960326,0.863283416528009,1.27145214442789,12452
"{ScheduledDay=19,Scholarship=0} => {SMS_received=0}",0.128493490278394,0.87070075409233,1.28237647075172,14202
"{ScheduledDay=19,Diabetes=0} => {SMS_received=0}",0.13106299818144,0.868204974528019,1.27870066253126,14486
"{ScheduledDay=19,Alcoholism=0} => {SMS_received=0}",0.137649624073756,0.868924553086984,1.27976046477507,15214
"{ScheduledDay=19,Handcap=0} => {SMS_received=0}",0.139115329286057,0.869584888587264,1.2807330132705,15376
"{ScheduledDay=18,AppointmentDay=18} => {SMS_received=0}",0.092357523501045,0.981538461538462,1.44561931559013,10208
"{Gender=0,AppointmentDay=20} => {SMS_received=0}",0.0681733874980774,1,1.47280964754481,7535
"{Gender=1,AppointmentDay=20} => {SMS_received=0}",0.125951125064464,1,1.47280964754481,13921
"{AppointmentDay=20,Hipertension=0} => {SMS_received=0}",0.157563310322365,1,1.47280964754481,17415
"{AppointmentDay=20,Scholarship=0} => {SMS_received=0}",0.175685579089272,1,1.47280964754481,19418
"{AppointmentDay=20,Diabetes=0} => {SMS_received=0}",0.180770309517132,1,1.47280964754481,19980
"{AppointmentDay=20,Alcoholism=0} => {SMS_received=0}",0.188288834402454,1,1.47280964754481,20811
"{AppointmentDay=20,Handcap=0} => {SMS_received=0}",0.190152632388466,1,1.47280964754481,21017
"{ScheduledDay=23,AppointmentDay=23,Handcap=0} => {SMS_received=0}",0.0505306395722312,1,1.47280964754481,5585
"{ScheduledDay=23,Handcap=0,SMS_received=0} => {AppointmentDay=23}",0.0505306395722312,1,8.13476116876426,5585
"{Gender=1,ScheduledDay=22,AppointmentDay=22} => {SMS_received=0}",0.05799487907932,0.955148264044107,1.40675157811983,6410
"{Gender=1,ScheduledDay=22,SMS_received=0} => {AppointmentDay=22}",0.05799487907932,0.933857808857809,4.76596490924999,6410
"{Gender=1,AppointmentDay=22,SMS_received=0} => {ScheduledDay=22}",0.05799487907932,0.857295706834292,6.61276590057044,6410
"{ScheduledDay=22,AppointmentDay=22,Hipertension=0} => {SMS_received=0}",0.0738100192713093,0.958974961796168,1.41238757548731,8158
"{ScheduledDay=22,Hipertension=0,SMS_received=0} => {AppointmentDay=22}",0.0738100192713093,0.934800045834766,4.77077363743728,8158
"{ScheduledDay=22,AppointmentDay=22,Scholarship=0} => {SMS_received=0}",0.0828847249993214,0.959668971296878,1.41340971937544,9161
"{ScheduledDay=22,Scholarship=0,SMS_received=0} => {AppointmentDay=22}",0.0828847249993214,0.932227536379363,4.75764477598014,9161
"{ScheduledDay=22,AppointmentDay=22,Diabetes=0} => {SMS_received=0}",0.0853275670198232,0.95960520960521,1.41331581054081,9431
"{ScheduledDay=22,Diabetes=0,SMS_received=0} => {AppointmentDay=22}",0.0853275670198232,0.934409987119786,4.768782963771,9431
"{ScheduledDay=22,AppointmentDay=22,Alcoholism=0} => {SMS_received=0}",0.0891094483700815,0.959100204498977,1.41257203414829,9849
"{ScheduledDay=22,Alcoholism=0,SMS_received=0} => {AppointmentDay=22}",0.0891094483700815,0.933820043614298,4.76577217345697,9849
"{ScheduledDay=22,AppointmentDay=22,Handcap=0} => {SMS_received=0}",0.0905842011454215,0.959371406669222,1.41297146332106,10012
"{ScheduledDay=22,Handcap=0,SMS_received=0} => {AppointmentDay=22}",0.0905842011454215,0.934129501772719,4.76735150032014,10012
