"rules","support","confidence","lift","count"
"{} => {Scholarship=0}",0.901734417834556,0.901734417834556,1,99666
"{} => {Diabetes=0}",0.928135206782053,0.928135206782053,1,102584
"{} => {Alcoholism=0}",0.969600188189311,0.969600188189311,1,107167
"{} => {Handcap=0}",0.979724411229835,0.979724411229835,1,108286
"{ScheduledDay=23} => {AppointmentDay=23}",0.0517430130194432,1,8.13476116876426,5719
"{ScheduledDay=23} => {SMS_received=0}",0.0517430130194432,1,1.47280964754481,5719
"{ScheduledDay=23} => {Handcap=0}",0.0505306395722312,0.9765693303025,0.996779624054305,5585
"{Neighbourhood=MARIA ORTIZ} => {Hipertension=0}",0.0513992056239652,0.9786391042205,1.21910200248156,5681
"{Neighbourhood=MARIA ORTIZ} => {Scholarship=0}",0.0514444434391597,0.979500430663221,1.08624048421642,5686
"{Neighbourhood=MARIA ORTIZ} => {Diabetes=0}",0.0520325350366879,0.990697674418605,1.06740663125307,5751
"{Neighbourhood=MARIA ORTIZ} => {Alcoholism=0}",0.0524487229364771,0.998621877691645,1.02993160465091,5797
"{Neighbourhood=MARIA ORTIZ} => {Handcap=0}",0.0524668180625548,0.998966408268734,1.01964021394011,5799
"{ScheduledDay=21} => {Scholarship=0}",0.0516163471368987,0.899984224641111,0.998059081300624,5705
"{ScheduledDay=21} => {Diabetes=0}",0.0530730047861608,0.925382552453068,0.997034209769363,5866
"{ScheduledDay=21} => {Alcoholism=0}",0.0554615614284292,0.967029499921123,0.997348713109278,6130
"{ScheduledDay=21} => {Handcap=0}",0.0560406054629186,0.977125729610349,0.997347538154914,6194
"{Neighbourhood=JARDIM CAMBURI} => {Hipertension=0}",0.0652148343843586,0.93404172605935,1.16354653490704,7208
"{Neighbourhood=JARDIM CAMBURI} => {Scholarship=0}",0.068381481447972,0.97939613839575,1.0861248268062,7558
"{Neighbourhood=JARDIM CAMBURI} => {Diabetes=0}",0.0675491056483936,0.967474407153039,1.04238520431455,7466
"{Neighbourhood=JARDIM CAMBURI} => {Alcoholism=0}",0.0697295683407674,0.998704159647531,1.03001646638763,7707
"{Neighbourhood=JARDIM CAMBURI} => {Handcap=0}",0.069765758592923,0.999222495788519,1.01990160124132,7711
"{AppointmentDay=21} => {Scholarship=0}",0.0644276963999747,0.899343268502147,0.997348277624634,7121
"{AppointmentDay=21} => {Diabetes=0}",0.0665267310249984,0.928643596867896,1.00054775433808,7353
"{AppointmentDay=21} => {Alcoholism=0}",0.0695305219539117,0.970573377115433,1.0010037012554,7685
"{AppointmentDay=21} => {Handcap=0}",0.0701005184253621,0.97852993180096,0.99878080058516,7748
"{Diabetes=1} => {Scholarship=0}",0.0667167298488152,0.928364597759033,1.02953217643442,7374
"{Diabetes=1} => {Alcoholism=0}",0.0688610022890335,0.958202190608083,0.988244641739897,7611
"{Diabetes=1} => {Handcap=0}",0.0682548155654275,0.949767090519955,0.969422706664749,7544
"{Scholarship=1} => {Diabetes=0}",0.0931175187963122,0.947610717245189,1.02098348421741,10292
"{Scholarship=1} => {Alcoholism=0}",0.0934884688809069,0.951385691925237,0.981214425815976,10333
"{Scholarship=1} => {Handcap=0}",0.0966551159445203,0.983611085535402,1.00396710979232,10683
"{ScheduledDay=17} => {Scholarship=0}",0.10772028554109,0.891034276305942,0.988133821536601,11906
"{ScheduledDay=17} => {Diabetes=0}",0.113049300170999,0.935114503816794,1.00751969862122,12495
"{ScheduledDay=17} => {Alcoholism=0}",0.117591176816524,0.972683729980542,1.00318021987701,12997
"{ScheduledDay=17} => {Handcap=0}",0.118704027070309,0.98188893878162,1.00220932287383,13120
"{AppointmentDay=23} => {Scholarship=0}",0.110923122856858,0.90233311253404,1.00066393683954,12260
"{AppointmentDay=23} => {Diabetes=0}",0.1141892931139,0.928902627511592,1.00082684152474,12621
"{AppointmentDay=23} => {Alcoholism=0}",0.119120214970098,0.969014499153603,0.999395947893943,13166
"{AppointmentDay=23} => {Handcap=0}",0.120540682367204,0.980569662177081,1.00086274358131,13323
"{ScheduledDay=22} => {Scholarship=0}",0.116387850932351,0.897759787842836,0.995592238786599,12864
"{ScheduledDay=22} => {Diabetes=0}",0.119409736987342,0.921069160443855,0.992386835143667,13198
"{ScheduledDay=22} => {Alcoholism=0}",0.125037321197535,0.964477632772699,0.994716837435666,13820
"{ScheduledDay=22} => {Handcap=0}",0.12688302405747,0.978714495079908,0.998969183437351,14024
"{ScheduledDay=20} => {Scholarship=0}",0.140182941724646,0.902072659524918,1.00037510123122,15494
"{ScheduledDay=20} => {Diabetes=0}",0.143367683914338,0.922566371681416,0.993999974292598,15846
"{ScheduledDay=20} => {Alcoholism=0}",0.150261926949976,0.966930600838379,0.997246713250007,16608
"{ScheduledDay=20} => {Handcap=0}",0.151854298044822,0.977177456916628,0.997400335967938,16784
"{ScheduledDay=19} => {SMS_received=0}",0.142408642232215,0.870767868997566,1.28247531823165,15740
"{ScheduledDay=19} => {Scholarship=0}",0.147574800727424,0.90235671608763,1.00069011256615,16311
"{ScheduledDay=19} => {Diabetes=0}",0.150958589303971,0.923047134321753,0.994517962013378,16685
"{ScheduledDay=19} => {Alcoholism=0}",0.158413781248021,0.968632440805488,0.999001910895221,17509
"{ScheduledDay=19} => {Handcap=0}",0.15997900965375,0.978203142288117,0.998447248099281,17682
"{ScheduledDay=18} => {Scholarship=0}",0.158857111836927,0.898935080892894,0.996895608189843,17558
"{ScheduledDay=18} => {Diabetes=0}",0.163797081256164,0.926889207454434,0.998657523905445,18104
"{ScheduledDay=18} => {Alcoholism=0}",0.171017036561202,0.967745238582838,0.99808689227883,18902
"{ScheduledDay=18} => {Handcap=0}",0.17307988093407,0.979418390333811,0.999687645941536,19130
"{AppointmentDay=18} => {Scholarship=0}",0.170401802274557,0.898911798396335,0.99686978850713,18834
"{AppointmentDay=18} => {Diabetes=0}",0.176002243795634,0.928455517373043,1.000345111993,19453
"{AppointmentDay=18} => {Alcoholism=0}",0.183846480950356,0.96983581519664,1.00024301460561,20320
"{AppointmentDay=18} => {Handcap=0}",0.185574565490785,0.978951890034364,0.999211491326932,20511
"{AppointmentDay=20} => {SMS_received=0}",0.194124512562541,1,1.47280964754481,21456
"{AppointmentDay=20} => {Scholarship=0}",0.175685579089272,0.905014914243102,1.00363798513583,19418
"{AppointmentDay=20} => {Diabetes=0}",0.180770309517132,0.931208053691275,1.00331077507541,19980
"{AppointmentDay=20} => {Alcoholism=0}",0.188288834402454,0.969938478747204,1.00034889695981,20811
"{AppointmentDay=20} => {Handcap=0}",0.190152632388466,0.979539522744221,0.999811285210927,21017
"{AppointmentDay=22} => {Scholarship=0}",0.176490812199734,0.900724938818858,0.99888051404523,19507
"{AppointmentDay=22} => {Diabetes=0}",0.181385543803776,0.925705314678857,0.997381963225357,20048
"{AppointmentDay=22} => {Alcoholism=0}",0.189745492051716,0.968370503763217,0.998731761357854,20972
"{AppointmentDay=22} => {Handcap=0}",0.19217023894614,0.980745255575564,1.00104197091961,21240
"{AppointmentDay=19} => {Scholarship=0}",0.177431758755779,0.90281742012706,1.00120102135516,19611
"{AppointmentDay=19} => {Diabetes=0}",0.18217268178816,0.926940429058098,0.998712711558375,20135
"{AppointmentDay=19} => {Alcoholism=0}",0.190731676422955,0.970490746708406,1.00091848014258,21081
"{AppointmentDay=19} => {Handcap=0}",0.192504998778579,0.979513856919252,0.999785088226679,21277
"{Hipertension=1} => {Scholarship=0}",0.180200313045681,0.913581945782304,1.01313860013927,19917
"{Hipertension=1} => {Alcoholism=0}",0.185239805658346,0.93913123251227,0.968575753131875,20474
"{Hipertension=1} => {Handcap=0}",0.188487880789309,0.955598367047383,0.975374662603163,20833
"{SMS_received=1} => {Scholarship=0}",0.289313923294761,0.901217518741897,0.999426772359538,31977
"{SMS_received=1} => {Diabetes=0}",0.299709573226451,0.93360013527986,1.00588807369645,33126
"{SMS_received=1} => {Alcoholism=0}",0.313362345852145,0.976128741333634,1.00673324244761,34635
"{SMS_received=1} => {Handcap=0}",0.316176137957241,0.984893748943126,1.00527631817074,34946
"{Gender=0} => {Scholarship=0}",0.331855564703647,0.948096259725489,1.05141407600063,36679
"{Gender=0} => {Diabetes=0}",0.32887891646385,0.939592111045054,1.01234400352371,36350
"{Gender=0} => {Alcoholism=0}",0.33068842907163,0.944761806291519,0.974382861925618,36550
"{Gender=0} => {Handcap=0}",0.34141883883576,0.975418099103058,0.995604567899485,37736
"{Gender=1} => {Scholarship=0}",0.569878853130909,0.876767817371938,0.972312689890917,62987
"{Gender=1} => {Diabetes=0}",0.599256290318203,0.921965478841871,0.993352554783938,66234
"{Gender=1} => {Alcoholism=0}",0.638911759117682,0.982976057906459,1.01379524249281,70617
"{Gender=1} => {Handcap=0}",0.638305572394076,0.982043429844098,1.00236701115914,70550
"{SMS_received=0} => {Scholarship=0}",0.612420494539796,0.901978812712373,1.00027102755865,67689
"{SMS_received=0} => {Diabetes=0}",0.628425633555602,0.925551335865148,0.997216061950861,69458
"{SMS_received=0} => {Alcoholism=0}",0.656237842337167,0.966513425278166,0.996816458011514,72532
"{SMS_received=0} => {Handcap=0}",0.663548273272594,0.977280298487574,0.997505305865357,73340
"{Hipertension=0} => {Scholarship=0}",0.721534104788875,0.898823343777472,0.996771694637014,79749
"{Hipertension=0} => {Diabetes=0}",0.789571778841369,0.983578657890585,1.05973639476597,87269
"{Diabetes=0} => {Hipertension=0}",0.789571778841369,0.850707712703735,1.05973639476597,87269
"{Hipertension=0} => {Alcoholism=0}",0.784360382530965,0.977086761490431,1.00772129934824,86693
"{Hipertension=0} => {Handcap=0}",0.791236530440526,0.985652458129522,1.0060507289925,87453
"{Scholarship=0} => {Diabetes=0}",0.835017687985741,0.926012883029318,0.997713346355976,92292
"{Diabetes=0} => {Scholarship=0}",0.835017687985741,0.899672463542073,0.997713346355976,92292
"{Scholarship=0} => {Alcoholism=0}",0.876111719308404,0.971585094214677,1.00204713865524,96834
"{Alcoholism=0} => {Scholarship=0}",0.876111719308404,0.903580393218061,1.00204713865524,96834
"{Scholarship=0} => {Handcap=0}",0.883069295285315,0.979300864888728,0.999567688284326,97603
"{Handcap=0} => {Scholarship=0}",0.883069295285315,0.9013445874813,0.999567688284326,97603
"{Diabetes=0} => {Alcoholism=0}",0.900739185900278,0.970482726351088,1.00091020832352,99556
"{Alcoholism=0} => {Diabetes=0}",0.900739185900278,0.928980003172618,1.00091020832352,99556
"{Diabetes=0} => {Handcap=0}",0.911469595664408,0.982043983467207,1.00236757623959,100742
"{Handcap=0} => {Diabetes=0}",0.911469595664408,0.930332637644756,1.00236757623959,100742
"{Alcoholism=0} => {Handcap=0}",0.95003030933618,0.979816548004516,1.0000940435633,105004
"{Handcap=0} => {Alcoholism=0}",0.95003030933618,0.969691372845982,1.0000940435633,105004
"{ScheduledDay=23,AppointmentDay=23} => {SMS_received=0}",0.0517430130194432,1,1.47280964754481,5719
"{ScheduledDay=23,SMS_received=0} => {AppointmentDay=23}",0.0517430130194432,1,8.13476116876426,5719
"{ScheduledDay=23,AppointmentDay=23} => {Handcap=0}",0.0505306395722312,0.9765693303025,0.996779624054305,5585
"{ScheduledDay=23,Handcap=0} => {AppointmentDay=23}",0.0505306395722312,1,8.13476116876426,5585
"{ScheduledDay=23,SMS_received=0} => {Handcap=0}",0.0505306395722312,0.9765693303025,0.996779624054305,5585
"{ScheduledDay=23,Handcap=0} => {SMS_received=0}",0.0505306395722312,1,1.47280964754481,5585
"{Neighbourhood=MARIA ORTIZ,Hipertension=0} => {Scholarship=0}",0.05037683100057,0.980109135715543,1.08691552227672,5568
"{Neighbourhood=MARIA ORTIZ,Scholarship=0} => {Hipertension=0}",0.05037683100057,0.979247274006331,1.21985960658767,5568
"{Neighbourhood=MARIA ORTIZ,Hipertension=0} => {Diabetes=0}",0.0512363494892651,0.996831543742299,1.07401544134763,5663
"{Neighbourhood=MARIA ORTIZ,Diabetes=0} => {Hipertension=0}",0.0512363494892651,0.984698313336811,1.22665002905775,5663
"{Neighbourhood=MARIA ORTIZ,Hipertension=0} => {Alcoholism=0}",0.0513720629348485,0.99947192395705,1.03080830236174,5678
"{Neighbourhood=MARIA ORTIZ,Alcoholism=0} => {Hipertension=0}",0.0513720629348485,0.979472140762463,1.22013972569543,5678
"{Neighbourhood=MARIA ORTIZ,Hipertension=0} => {Handcap=0}",0.0513630153718096,0.9992958986094,1.01997652314797,5677
"{Neighbourhood=MARIA ORTIZ,Handcap=0} => {Hipertension=0}",0.0513630153718096,0.978961889981031,1.21950410042077,5677
"{Neighbourhood=MARIA ORTIZ,Scholarship=0} => {Diabetes=0}",0.0509558750350593,0.990502989799508,1.06719687235407,5632
"{Neighbourhood=MARIA ORTIZ,Diabetes=0} => {Scholarship=0}",0.0509558750350593,0.979307946444097,1.08602702422719,5632
"{Neighbourhood=MARIA ORTIZ,Scholarship=0} => {Alcoholism=0}",0.0514353958761208,0.999824129440732,1.03117155052111,5685
"{Neighbourhood=MARIA ORTIZ,Alcoholism=0} => {Scholarship=0}",0.0514353958761208,0.980679661894083,1.08754822095968,5685
"{Neighbourhood=MARIA ORTIZ,Scholarship=0} => {Handcap=0}",0.0513901580609263,0.99894477664439,1.01961813464506,5680
"{Neighbourhood=MARIA ORTIZ,Handcap=0} => {Scholarship=0}",0.0513901580609263,0.979479220555268,1.08621696275874,5680
"{Neighbourhood=MARIA ORTIZ,Diabetes=0} => {Alcoholism=0}",0.0519601545323767,0.998608937576074,1.02991825882474,5743
"{Neighbourhood=MARIA ORTIZ,Alcoholism=0} => {Diabetes=0}",0.0519601545323767,0.990684836984647,1.0673927998265,5743
"{Neighbourhood=MARIA ORTIZ,Diabetes=0} => {Handcap=0}",0.0519963447845323,0.999304468788037,1.01998527068813,5747
"{Neighbourhood=MARIA ORTIZ,Handcap=0} => {Diabetes=0}",0.0519963447845323,0.991032936713226,1.06776785264859,5747
"{Neighbourhood=MARIA ORTIZ,Alcoholism=0} => {Handcap=0}",0.0523944375582437,0.998964981887183,1.01963875803931,5791
"{Neighbourhood=MARIA ORTIZ,Handcap=0} => {Alcoholism=0}",0.0523944375582437,0.998620451802035,1.02993013405548,5791
"{ScheduledDay=21,Scholarship=0} => {Handcap=0}",0.0504673066309589,0.977738825591586,0.997973322277684,5578
"{ScheduledDay=21,Handcap=0} => {Scholarship=0}",0.0504673066309589,0.90054891830804,0.998685311880007,5578
"{ScheduledDay=21,Diabetes=0} => {Alcoholism=0}",0.0513177775566151,0.966928060006819,0.99724409275592,5672
"{ScheduledDay=21,Alcoholism=0} => {Diabetes=0}",0.0513177775566151,0.925285481239804,0.996929622406924,5672
"{ScheduledDay=21,Diabetes=0} => {Handcap=0}",0.0519782496584545,0.979372655983635,0.999640965110016,5745
"{ScheduledDay=21,Handcap=0} => {Diabetes=0}",0.0519782496584545,0.927510494026477,0.999326916217582,5745
"{ScheduledDay=21,Alcoholism=0} => {Handcap=0}",0.054185855039945,0.97699836867863,0.997217541463743,5989
"{ScheduledDay=21,Handcap=0} => {Alcoholism=0}",0.054185855039945,0.966903454956409,0.997218716264961,5989
"{Neighbourhood=JARDIM CAMBURI,Hipertension=0} => {Scholarship=0}",0.0638667474915632,0.979328523862375,1.08604984404849,7059
"{Neighbourhood=JARDIM CAMBURI,Scholarship=0} => {Hipertension=0}",0.0638667474915632,0.933977242656787,1.16346620718985,7059
"{Neighbourhood=JARDIM CAMBURI,Hipertension=0} => {Diabetes=0}",0.0646991232911415,0.992092119866815,1.06890904753684,7151
"{Neighbourhood=JARDIM CAMBURI,Diabetes=0} => {Hipertension=0}",0.0646991232911415,0.957808732922582,1.19315336906582,7151
"{Neighbourhood=JARDIM CAMBURI,Hipertension=0} => {Alcoholism=0}",0.0651695965691641,0.999306326304107,1.03063751273633,7203
"{Neighbourhood=JARDIM CAMBURI,Alcoholism=0} => {Hipertension=0}",0.0651695965691641,0.934604904632153,1.16424809294094,7203
"{Neighbourhood=JARDIM CAMBURI,Hipertension=0} => {Handcap=0}",0.065178644132203,0.999445061043285,1.02012877252767,7204
"{Neighbourhood=JARDIM CAMBURI,Handcap=0} => {Hipertension=0}",0.065178644132203,0.934249773051485,1.16380570144108,7204
"{Neighbourhood=JARDIM CAMBURI,Scholarship=0} => {Diabetes=0}",0.0661467333773648,0.967319396665785,1.04221819148482,7311
"{Neighbourhood=JARDIM CAMBURI,Diabetes=0} => {Scholarship=0}",0.0661467333773648,0.979239217787302,1.0859508059356,7311
"{Neighbourhood=JARDIM CAMBURI,Scholarship=0} => {Alcoholism=0}",0.068291005817583,0.998676898650437,1.02998835067826,7548
"{Neighbourhood=JARDIM CAMBURI,Alcoholism=0} => {Scholarship=0}",0.068291005817583,0.979369404437524,1.08609517954233,7548
"{Neighbourhood=JARDIM CAMBURI,Scholarship=0} => {Handcap=0}",0.0683271960697386,0.999206139190262,1.01988490614006,7552
"{Neighbourhood=JARDIM CAMBURI,Handcap=0} => {Scholarship=0}",0.0683271960697386,0.97938010634159,1.0861070476754,7552
"{Neighbourhood=JARDIM CAMBURI,Diabetes=0} => {Alcoholism=0}",0.0674676775810436,0.99879453522636,1.03010967550611,7457
"{Neighbourhood=JARDIM CAMBURI,Alcoholism=0} => {Diabetes=0}",0.0674676775810436,0.967561956662774,1.0424795327153,7457
"{Neighbourhood=JARDIM CAMBURI,Diabetes=0} => {Handcap=0}",0.0675038678331991,0.999330297347978,1.02001163377519,7461
