"rules","support","confidence","lift","count"
"{BD=[16.7,21.6]} => {CL=[37.3,47.6]}",0.22,0.916666666666667,3.66666666666667,44
"{CW=[42.2,54.6]} => {CL=[37.3,47.6]}",0.245,1,4,49
"{CL=[37.3,47.6]} => {CW=[42.2,54.6]}",0.245,0.98,4,49
"{CW=[31.6,36.9)} => {CL=[27.3,32.3)}",0.225,0.918367346938776,3.6734693877551,45
"{CL=[27.3,32.3)} => {CW=[31.6,36.9)}",0.225,0.9,3.6734693877551,45
"{CL=[32.3,37.3)} => {CW=[36.9,42.2)}",0.24,0.96,3.76470588235294,48
"{CW=[36.9,42.2)} => {CL=[32.3,37.3)}",0.24,0.941176470588235,3.76470588235294,48
"{CL=[14.7,27.3)} => {CW=[17.1,31.6)}",0.24,0.96,3.76470588235294,48
"{CW=[17.1,31.6)} => {CL=[14.7,27.3)}",0.24,0.941176470588235,3.76470588235294,48
"{CL=[14.7,27.3)} => {FL=[ 7.2,13.0)}",0.235,0.94,3.68627450980392,47
"{FL=[ 7.2,13.0)} => {CL=[14.7,27.3)}",0.235,0.92156862745098,3.68627450980392,47
"{BD=[ 6.1,11.5)} => {FL=[ 7.2,13.0)}",0.23,0.901960784313726,3.53710111495579,46
"{FL=[ 7.2,13.0)} => {BD=[ 6.1,11.5)}",0.23,0.901960784313726,3.53710111495579,46
"{CW=[17.1,31.6)} => {FL=[ 7.2,13.0)}",0.23,0.901960784313726,3.53710111495579,46
"{FL=[ 7.2,13.0)} => {CW=[17.1,31.6)}",0.23,0.901960784313726,3.53710111495579,46
"{index=[39,50],BD=[16.7,21.6]} => {CW=[42.2,54.6]}",0.17,1,4.08163265306122,34
"{index=[39,50],BD=[16.7,21.6]} => {FL=[18.2,23.1]}",0.16,0.941176470588235,3.76470588235294,32
"{index=[39,50],FL=[18.2,23.1]} => {BD=[16.7,21.6]}",0.16,1,4.16666666666667,32
"{index=[39,50],BD=[16.7,21.6]} => {CL=[37.3,47.6]}",0.17,1,4,34
"{FL=[18.2,23.1],RW=[12.9,14.4)} => {BD=[16.7,21.6]}",0.06,1,4.16666666666667,12
"{RW=[12.9,14.4),BD=[16.7,21.6]} => {sex=0}",0.07,1,2,14
"{RW=[14.4,20.2],BD=[16.7,21.6]} => {CW=[42.2,54.6]}",0.165,1,4.08163265306122,33
"{RW=[14.4,20.2],CW=[42.2,54.6]} => {BD=[16.7,21.6]}",0.165,0.970588235294118,4.04411764705882,33
"{RW=[14.4,20.2],BD=[16.7,21.6]} => {FL=[18.2,23.1]}",0.155,0.939393939393939,3.75757575757576,31
"{RW=[14.4,20.2],BD=[16.7,21.6]} => {CL=[37.3,47.6]}",0.165,1,4,33
"{RW=[14.4,20.2],CL=[37.3,47.6]} => {BD=[16.7,21.6]}",0.165,0.970588235294118,4.04411764705882,33
"{sex=0,RW=[14.4,20.2]} => {BD=[16.7,21.6]}",0.065,1,4.16666666666667,13
"{sex=1,BD=[16.7,21.6]} => {RW=[14.4,20.2]}",0.1,1,4.08163265306122,20
"{CW=[42.2,54.6],BD=[16.7,21.6]} => {FL=[18.2,23.1]}",0.2,0.930232558139535,3.72093023255814,40
"{FL=[18.2,23.1],BD=[16.7,21.6]} => {CW=[42.2,54.6]}",0.2,0.930232558139535,3.796867584243,40
"{FL=[18.2,23.1],CW=[42.2,54.6]} => {BD=[16.7,21.6]}",0.2,1,4.16666666666667,40
"{CW=[42.2,54.6],BD=[16.7,21.6]} => {CL=[37.3,47.6]}",0.215,1,4,43
"{CL=[37.3,47.6],BD=[16.7,21.6]} => {CW=[42.2,54.6]}",0.215,0.977272727272727,3.98886827458256,43
"{sex=1,BD=[16.7,21.6]} => {CW=[42.2,54.6]}",0.1,1,4.08163265306122,20
"{sex=1,CW=[42.2,54.6]} => {BD=[16.7,21.6]}",0.1,0.952380952380952,3.96825396825397,20
"{FL=[18.2,23.1],BD=[16.7,21.6]} => {CL=[37.3,47.6]}",0.205,0.953488372093023,3.81395348837209,41
"{CL=[37.3,47.6],BD=[16.7,21.6]} => {FL=[18.2,23.1]}",0.205,0.931818181818182,3.72727272727273,41
"{FL=[18.2,23.1],CL=[37.3,47.6]} => {BD=[16.7,21.6]}",0.205,1,4.16666666666667,41
"{sex=0,FL=[18.2,23.1]} => {BD=[16.7,21.6]}",0.125,1,4.16666666666667,25
"{sex=1,BD=[16.7,21.6]} => {FL=[18.2,23.1]}",0.09,0.9,3.6,18
"{sex=1,BD=[16.7,21.6]} => {CL=[37.3,47.6]}",0.1,1,4,20
"{sex=1,CL=[37.3,47.6]} => {BD=[16.7,21.6]}",0.1,0.952380952380952,3.96825396825397,20
"{sex=0,RW=[14.4,20.2]} => {index=[39,50]}",0.065,1,4.16666666666667,13
"{index=[39,50],FL=[18.2,23.1]} => {CW=[42.2,54.6]}",0.16,1,4.08163265306122,32
"{index=[39,50],CW=[42.2,54.6]} => {CL=[37.3,47.6]}",0.19,1,4,38
"{index=[39,50],CL=[37.3,47.6]} => {CW=[42.2,54.6]}",0.19,1,4.08163265306122,38
"{sex=0,index=[39,50]} => {CW=[42.2,54.6]}",0.115,0.958333333333333,3.91156462585034,23
"{index=[39,50],FL=[18.2,23.1]} => {CL=[37.3,47.6]}",0.16,1,4,32
"{sex=0,index=[39,50]} => {CL=[37.3,47.6]}",0.115,0.958333333333333,3.83333333333333,23
"{index=[39,50],BD=[14.0,16.7)} => {FL=[15.6,18.2)}",0.05,0.909090909090909,3.63636363636364,10
"{index=[39,50],CL=[32.3,37.3)} => {CW=[36.9,42.2)}",0.05,1,3.92156862745098,10
"{index=[39,50],CW=[36.9,42.2)} => {CL=[32.3,37.3)}",0.05,1,4,10
"{RW=[12.9,14.4),CW=[42.2,54.6]} => {CL=[37.3,47.6]}",0.075,1,4,15
