=======================================
Rules with supp=5 and conf=50
=======================================
"rules","support","confidence","lift","count"
"{} => {sex=[0.75,1.00]}",0.5,0.5,1,100
"{} => {sex=[0.00,0.25)}",0.5,0.5,1,100
"{RW=[16.77,20.20]} => {CW=[45.2,54.6]}",0.05,0.833333333333333,6.41025641025641,10
"{RW=[16.77,20.20]} => {BD=[17.73,21.60]}",0.055,0.916666666666667,5.55555555555556,11
"{RW=[16.77,20.20]} => {FL=[19.1,23.1]}",0.055,0.916666666666667,5.3921568627451,11
"{RW=[16.77,20.20]} => {CL=[39.4,47.6]}",0.055,0.916666666666667,5.23809523809524,11
"{RW=[16.77,20.20]} => {index=[37.8,50.0]}",0.06,1,3.84615384615385,12
"{RW=[16.77,20.20]} => {sex=[0.75,1.00]}",0.055,0.916666666666667,1.83333333333333,11
"{FL=[ 7.2,11.2)} => {CL=[14.7,22.9)}",0.1,0.909090909090909,7.90513833992095,20
"{CL=[14.7,22.9)} => {FL=[ 7.2,11.2)}",0.1,0.869565217391304,7.90513833992095,20
"{FL=[ 7.2,11.2)} => {CW=[17.1,26.5)}",0.1,0.909090909090909,7.90513833992095,20
"{CW=[17.1,26.5)} => {FL=[ 7.2,11.2)}",0.1,0.869565217391304,7.90513833992095,20
"{FL=[ 7.2,11.2)} => {BD=[ 6.10, 9.97)}",0.11,1,8,22
"{BD=[ 6.10, 9.97)} => {FL=[ 7.2,11.2)}",0.11,0.88,8,22
"{FL=[ 7.2,11.2)} => {RW=[ 6.50, 9.93)}",0.11,1,7.14285714285714,22
"{RW=[ 6.50, 9.93)} => {FL=[ 7.2,11.2)}",0.11,0.785714285714286,7.14285714285714,22
"{FL=[ 7.2,11.2)} => {index=[ 1.0,13.2)}",0.11,1,3.84615384615385,22
"{FL=[ 7.2,11.2)} => {sex=[0.75,1.00]}",0.06,0.545454545454545,1.09090909090909,12
"{CL=[14.7,22.9)} => {CW=[17.1,26.5)}",0.11,0.956521739130435,8.31758034026465,22
"{CW=[17.1,26.5)} => {CL=[14.7,22.9)}",0.11,0.956521739130435,8.31758034026465,22
