"rules","support","confidence","lift","count"
"{} => {sex=[0.0,0.2)}",0.5,0.5,1,100
"{} => {sex=[0.8,1.0]}",0.5,0.5,1,100
"{FL=[ 7.2,10.4)} => {CL=[14.7,21.3)}",0.07,0.933333333333333,12.4444444444444,14
"{CL=[14.7,21.3)} => {FL=[ 7.2,10.4)}",0.07,0.933333333333333,12.4444444444444,14
"{FL=[ 7.2,10.4)} => {CW=[17.1,24.6)}",0.07,0.933333333333333,10.9803921568627,14
"{CW=[17.1,24.6)} => {FL=[ 7.2,10.4)}",0.07,0.823529411764706,10.9803921568627,14
"{FL=[ 7.2,10.4)} => {RW=[ 6.50, 9.24)}",0.065,0.866666666666667,9.62962962962963,13
"{RW=[ 6.50, 9.24)} => {FL=[ 7.2,10.4)}",0.065,0.722222222222222,9.62962962962963,13
"{FL=[ 7.2,10.4)} => {BD=[ 6.1, 9.2)}",0.075,1,11.1111111111111,15
"{BD=[ 6.1, 9.2)} => {FL=[ 7.2,10.4)}",0.075,0.833333333333333,11.1111111111111,15
"{FL=[ 7.2,10.4)} => {index=[ 1.0,10.8)}",0.075,1,5,15
"{CL=[14.7,21.3)} => {CW=[17.1,24.6)}",0.075,1,11.7647058823529,15
"{CW=[17.1,24.6)} => {CL=[14.7,21.3)}",0.075,0.882352941176471,11.7647058823529,15
"{CL=[14.7,21.3)} => {RW=[ 6.50, 9.24)}",0.07,0.933333333333333,10.3703703703704,14
"{RW=[ 6.50, 9.24)} => {CL=[14.7,21.3)}",0.07,0.777777777777778,10.3703703703704,14
"{CL=[14.7,21.3)} => {BD=[ 6.1, 9.2)}",0.07,0.933333333333333,10.3703703703704,14
"{BD=[ 6.1, 9.2)} => {CL=[14.7,21.3)}",0.07,0.777777777777778,10.3703703703704,14
"{CL=[14.7,21.3)} => {index=[ 1.0,10.8)}",0.075,1,5,15
"{CW=[17.1,24.6)} => {RW=[ 6.50, 9.24)}",0.075,0.882352941176471,9.80392156862745,15
"{RW=[ 6.50, 9.24)} => {CW=[17.1,24.6)}",0.075,0.833333333333333,9.80392156862745,15
"{CW=[17.1,24.6)} => {BD=[ 6.1, 9.2)}",0.07,0.823529411764706,9.15032679738562,14
"{BD=[ 6.1, 9.2)} => {CW=[17.1,24.6)}",0.07,0.777777777777778,9.15032679738562,14
"{CW=[17.1,24.6)} => {index=[ 1.0,10.8)}",0.085,1,5,17
"{RW=[ 6.50, 9.24)} => {BD=[ 6.1, 9.2)}",0.065,0.722222222222222,8.02469135802469,13
"{BD=[ 6.1, 9.2)} => {RW=[ 6.50, 9.24)}",0.065,0.722222222222222,8.02469135802469,13
"{RW=[ 6.50, 9.24)} => {index=[ 1.0,10.8)}",0.09,1,5,18
"{RW=[ 6.50, 9.24)} => {sex=[0.0,0.2)}",0.055,0.611111111111111,1.22222222222222,11
"{BD=[ 6.1, 9.2)} => {index=[ 1.0,10.8)}",0.085,0.944444444444444,4.72222222222222,17
"{BD=[ 6.1, 9.2)} => {sex=[0.8,1.0]}",0.055,0.611111111111111,1.22222222222222,11
"{CW=[47.1,54.6]} => {BD=[18.5,21.6]}",0.075,0.75,7.5,15
"{BD=[18.5,21.6]} => {CW=[47.1,54.6]}",0.075,0.75,7.5,15
"{CW=[47.1,54.6]} => {CL=[41.0,47.6]}",0.095,0.95,8.63636363636364,19
"{CL=[41.0,47.6]} => {CW=[47.1,54.6]}",0.095,0.863636363636364,8.63636363636364,19
"{CW=[47.1,54.6]} => {FL=[19.9,23.1]}",0.07,0.7,6.08695652173913,14
"{FL=[19.9,23.1]} => {CW=[47.1,54.6]}",0.07,0.608695652173913,6.08695652173913,14
"{CW=[47.1,54.6]} => {RW=[14.72,17.46)}",0.075,0.75,4.28571428571429,15
"{CW=[47.1,54.6]} => {index=[40.2,50.0]}",0.1,1,5,20
"{index=[40.2,50.0]} => {CW=[47.1,54.6]}",0.1,0.5,5,20
"{CW=[47.1,54.6]} => {sex=[0.0,0.2)}",0.07,0.7,1.4,14
"{BD=[18.5,21.6]} => {CL=[41.0,47.6]}",0.09,0.9,8.18181818181818,18
"{CL=[41.0,47.6]} => {BD=[18.5,21.6]}",0.09,0.818181818181818,8.18181818181818,18
"{BD=[18.5,21.6]} => {FL=[19.9,23.1]}",0.095,0.95,8.26086956521739,19
"{FL=[19.9,23.1]} => {BD=[18.5,21.6]}",0.095,0.826086956521739,8.26086956521739,19
"{BD=[18.5,21.6]} => {RW=[14.72,17.46)}",0.065,0.65,3.71428571428571,13
"{BD=[18.5,21.6]} => {index=[40.2,50.0]}",0.095,0.95,4.75,19
"{BD=[18.5,21.6]} => {sex=[0.0,0.2)}",0.055,0.55,1.1,11
"{CL=[41.0,47.6]} => {FL=[19.9,23.1]}",0.085,0.772727272727273,6.71936758893281,17
"{FL=[19.9,23.1]} => {CL=[41.0,47.6]}",0.085,0.739130434782609,6.71936758893281,17
"{CL=[41.0,47.6]} => {RW=[14.72,17.46)}",0.07,0.636363636363636,3.63636363636364,14
"{CL=[41.0,47.6]} => {index=[40.2,50.0]}",0.11,1,5,22
"{index=[40.2,50.0]} => {CL=[41.0,47.6]}",0.11,0.55,5,22
"{CL=[41.0,47.6]} => {sex=[0.0,0.2)}",0.075,0.681818181818182,1.36363636363636,15
"{FL=[19.9,23.1]} => {RW=[14.72,17.46)}",0.08,0.695652173913043,3.97515527950311,16
"{FL=[19.9,23.1]} => {index=[40.2,50.0]}",0.105,0.91304347826087,4.56521739130435,21
"{index=[40.2,50.0]} => {FL=[19.9,23.1]}",0.105,0.525,4.56521739130435,21
"{FL=[19.9,23.1]} => {sex=[0.8,1.0]}",0.06,0.521739130434783,1.04347826086957,12
"{RW=[14.72,17.46)} => {index=[40.2,50.0]}",0.11,0.628571428571429,3.14285714285714,22
"{index=[40.2,50.0]} => {RW=[14.72,17.46)}",0.11,0.55,3.14285714285714,22
"{RW=[14.72,17.46)} => {BD=[15.4,18.5)}",0.095,0.542857142857143,2.17142857142857,19
"{RW=[14.72,17.46)} => {CW=[39.6,47.1)}",0.095,0.542857142857143,2.01058201058201,19
"{RW=[14.72,17.46)} => {CL=[34.4,41.0)}",0.105,0.6,2.10526315789474,21
"{RW=[14.72,17.46)} => {sex=[0.8,1.0]}",0.12,0.685714285714286,1.37142857142857,24
"{index=[40.2,50.0]} => {sex=[0.0,0.2)}",0.1,0.5,1,20
"{index=[40.2,50.0]} => {sex=[0.8,1.0]}",0.1,0.5,1,20
"{index=[30.4,40.2)} => {BD=[15.4,18.5)}",0.11,0.55,2.2,22
"{index=[30.4,40.2)} => {FL=[16.7,19.9)}",0.115,0.575,2.25490196078431,23
"{index=[30.4,40.2)} => {CW=[39.6,47.1)}",0.145,0.725,2.68518518518519,29
"{CW=[39.6,47.1)} => {index=[30.4,40.2)}",0.145,0.537037037037037,2.68518518518519,29
"{index=[30.4,40.2)} => {CL=[34.4,41.0)}",0.15,0.75,2.63157894736842,30
"{CL=[34.4,41.0)} => {index=[30.4,40.2)}",0.15,0.526315789473684,2.63157894736842,30
"{index=[30.4,40.2)} => {RW=[11.98,14.72)}",0.155,0.775,1.9620253164557,31
"{index=[30.4,40.2)} => {sex=[0.0,0.2)}",0.1,0.5,1,20
"{index=[30.4,40.2)} => {sex=[0.8,1.0]}",0.1,0.5,1,20
"{index=[10.8,20.6)} => {CW=[24.6,32.1)}",0.105,0.525,2.33333333333333,21
"{index=[10.8,20.6)} => {RW=[ 9.24,11.98)}",0.145,0.725,2.33870967741935,29
"{index=[10.8,20.6)} => {CL=[27.9,34.4)}",0.11,0.55,1.74603174603175,22
"{index=[10.8,20.6)} => {BD=[12.3,15.4)}",0.1,0.5,1.51515151515152,20
"{index=[10.8,20.6)} => {FL=[13.6,16.7)}",0.1,0.5,1.51515151515152,20
"{index=[10.8,20.6)} => {sex=[0.0,0.2)}",0.1,0.5,1,20
"{index=[10.8,20.6)} => {sex=[0.8,1.0]}",0.1,0.5,1,20
"{index=[ 1.0,10.8)} => {CL=[21.3,27.9)}",0.105,0.525,2.44186046511628,21
"{index=[ 1.0,10.8)} => {CW=[24.6,32.1)}",0.1,0.5,2.22222222222222,20
"{index=[ 1.0,10.8)} => {sex=[0.0,0.2)}",0.1,0.5,1,20
"{index=[ 1.0,10.8)} => {sex=[0.8,1.0]}",0.1,0.5,1,20
"{index=[20.6,30.4)} => {CL=[27.9,34.4)}",0.115,0.575,1.82539682539683,23
"{index=[20.6,30.4)} => {CW=[32.1,39.6)}",0.14,0.7,2.1875,28
"{index=[20.6,30.4)} => {RW=[11.98,14.72)}",0.1,0.5,1.26582278481013,20
"{index=[20.6,30.4)} => {sex=[0.0,0.2)}",0.1,0.5,1,20
"{index=[20.6,30.4)} => {sex=[0.8,1.0]}",0.1,0.5,1,20
"{CL=[21.3,27.9)} => {FL=[10.4,13.6)}",0.195,0.906976744186046,4.03100775193798,39
"{FL=[10.4,13.6)} => {CL=[21.3,27.9)}",0.195,0.866666666666667,4.03100775193798,39
"{CL=[21.3,27.9)} => {CW=[24.6,32.1)}",0.195,0.906976744186046,4.03100775193798,39
"{CW=[24.6,32.1)} => {CL=[21.3,27.9)}",0.195,0.866666666666667,4.03100775193798,39
"{CL=[21.3,27.9)} => {BD=[ 9.2,12.3)}",0.185,0.86046511627907,3.74115267947422,37
"{BD=[ 9.2,12.3)} => {CL=[21.3,27.9)}",0.185,0.804347826086957,3.74115267947422,37
"{CL=[21.3,27.9)} => {RW=[ 9.24,11.98)}",0.185,0.86046511627907,2.77569392348087,37
"{RW=[ 9.24,11.98)} => {CL=[21.3,27.9)}",0.185,0.596774193548387,2.77569392348087,37
"{CL=[21.3,27.9)} => {sex=[0.8,1.0]}",0.115,0.534883720930233,1.06976744186047,23
"{FL=[10.4,13.6)} => {CW=[24.6,32.1)}",0.18,0.8,3.55555555555556,36
"{CW=[24.6,32.1)} => {FL=[10.4,13.6)}",0.18,0.8,3.55555555555556,36
"{FL=[10.4,13.6)} => {BD=[ 9.2,12.3)}",0.21,0.933333333333333,4.05797101449275,42
"{BD=[ 9.2,12.3)} => {FL=[10.4,13.6)}",0.21,0.91304347826087,4.05797101449275,42
"{FL=[10.4,13.6)} => {RW=[ 9.24,11.98)}",0.18,0.8,2.58064516129032,36
"{RW=[ 9.24,11.98)} => {FL=[10.4,13.6)}",0.18,0.580645161290323,2.58064516129032,36
"{FL=[10.4,13.6)} => {sex=[0.8,1.0]}",0.12,0.533333333333333,1.06666666666667,24
"{CW=[24.6,32.1)} => {BD=[ 9.2,12.3)}",0.17,0.755555555555556,3.28502415458937,34
"{BD=[ 9.2,12.3)} => {CW=[24.6,32.1)}",0.17,0.739130434782609,3.28502415458937,34
"{CW=[24.6,32.1)} => {RW=[ 9.24,11.98)}",0.19,0.844444444444444,2.72401433691756,38
"{RW=[ 9.24,11.98)} => {CW=[24.6,32.1)}",0.19,0.612903225806452,2.72401433691756,38
"{CW=[24.6,32.1)} => {sex=[0.0,0.2)}",0.115,0.511111111111111,1.02222222222222,23
"{BD=[ 9.2,12.3)} => {RW=[ 9.24,11.98)}",0.175,0.760869565217391,2.45441795231417,35
"{RW=[ 9.24,11.98)} => {BD=[ 9.2,12.3)}",0.175,0.564516129032258,2.45441795231417,35
"{BD=[ 9.2,12.3)} => {sex=[0.0,0.2)}",0.115,0.5,1,23
"{BD=[ 9.2,12.3)} => {sex=[0.8,1.0]}",0.115,0.5,1,23
"{BD=[15.4,18.5)} => {FL=[16.7,19.9)}",0.215,0.86,3.37254901960784,43
"{FL=[16.7,19.9)} => {BD=[15.4,18.5)}",0.215,0.843137254901961,3.37254901960784,43
"{BD=[15.4,18.5)} => {CW=[39.6,47.1)}",0.195,0.78,2.88888888888889,39
"{CW=[39.6,47.1)} => {BD=[15.4,18.5)}",0.195,0.722222222222222,2.88888888888889,39
"{BD=[15.4,18.5)} => {CL=[34.4,41.0)}",0.225,0.9,3.15789473684211,45
"{CL=[34.4,41.0)} => {BD=[15.4,18.5)}",0.225,0.789473684210526,3.15789473684211,45
"{BD=[15.4,18.5)} => {RW=[11.98,14.72)}",0.15,0.6,1.51898734177215,30
"{BD=[15.4,18.5)} => {sex=[0.0,0.2)}",0.14,0.56,1.12,28
"{FL=[16.7,19.9)} => {CW=[39.6,47.1)}",0.175,0.686274509803922,2.54175744371823,35
"{CW=[39.6,47.1)} => {FL=[16.7,19.9)}",0.175,0.648148148148148,2.54175744371823,35
"{FL=[16.7,19.9)} => {CL=[34.4,41.0)}",0.21,0.823529411764706,2.88957688338493,42
"{CL=[34.4,41.0)} => {FL=[16.7,19.9)}",0.21,0.736842105263158,2.88957688338493,42
"{FL=[16.7,19.9)} => {RW=[11.98,14.72)}",0.17,0.666666666666667,1.68776371308017,34
"{FL=[16.7,19.9)} => {sex=[0.0,0.2)}",0.145,0.568627450980392,1.13725490196078,29
"{CW=[39.6,47.1)} => {CL=[34.4,41.0)}",0.25,0.925925925925926,3.24886289798571,50
"{CL=[34.4,41.0)} => {CW=[39.6,47.1)}",0.25,0.87719298245614,3.2488628979857,50
"{CW=[39.6,47.1)} => {RW=[11.98,14.72)}",0.155,0.574074074074074,1.45335208626348,31
"{CW=[39.6,47.1)} => {sex=[0.0,0.2)}",0.14,0.518518518518518,1.03703703703704,28
"{CL=[34.4,41.0)} => {RW=[11.98,14.72)}",0.17,0.596491228070175,1.5101043748612,34
"{CL=[34.4,41.0)} => {sex=[0.0,0.2)}",0.15,0.526315789473684,1.05263157894737,30
"{RW=[ 9.24,11.98)} => {sex=[0.0,0.2)}",0.2,0.645161290322581,1.29032258064516,40
"{CL=[27.9,34.4)} => {CW=[32.1,39.6)}",0.28,0.888888888888889,2.77777777777778,56
"{CW=[32.1,39.6)} => {CL=[27.9,34.4)}",0.28,0.875,2.77777777777778,56
"{CL=[27.9,34.4)} => {BD=[12.3,15.4)}",0.27,0.857142857142857,2.5974025974026,54
"{BD=[12.3,15.4)} => {CL=[27.9,34.4)}",0.27,0.818181818181818,2.5974025974026,54
"{CL=[27.9,34.4)} => {FL=[13.6,16.7)}",0.27,0.857142857142857,2.5974025974026,54
"{FL=[13.6,16.7)} => {CL=[27.9,34.4)}",0.27,0.818181818181818,2.5974025974026,54
"{CL=[27.9,34.4)} => {RW=[11.98,14.72)}",0.195,0.619047619047619,1.56720916214587,39
"{CL=[27.9,34.4)} => {sex=[0.8,1.0]}",0.18,0.571428571428571,1.14285714285714,36
