"rules","support","confidence","lift","count"
"{BD=[11.3,16.4)} => {FL=[12.5,17.8)}",0.47,0.92156862745098,1.73880873103959,94
"{BD=[11.3,16.4)} => {CL=[25.7,36.6)}",0.475,0.931372549019608,1.75730669626341,95
"{BD=[11.3,16.4)} => {CW=[29.6,42.1)}",0.47,0.92156862745098,1.66048401342519,94
"{CL=[25.7,36.6)} => {CW=[29.6,42.1)}",0.52,0.981132075471698,1.76780554139045,104
"{CW=[29.6,42.1)} => {CL=[25.7,36.6)}",0.52,0.936936936936937,1.76780554139045,104
"{FL=[12.5,17.8),BD=[11.3,16.4)} => {CL=[25.7,36.6)}",0.44,0.936170212765957,1.76635889201124,88
"{CL=[25.7,36.6),BD=[11.3,16.4)} => {FL=[12.5,17.8)}",0.44,0.926315789473684,1.74776564051639,88
"{FL=[12.5,17.8),CL=[25.7,36.6)} => {BD=[11.3,16.4)}",0.44,0.926315789473684,1.81630546955624,88
"{FL=[12.5,17.8),BD=[11.3,16.4)} => {CW=[29.6,42.1)}",0.435,0.925531914893617,1.66762507188039,87
"{CW=[29.6,42.1),BD=[11.3,16.4)} => {FL=[12.5,17.8)}",0.435,0.925531914893617,1.74628663187475,87
"{FL=[12.5,17.8),CW=[29.6,42.1)} => {BD=[11.3,16.4)}",0.435,0.925531914893617,1.81476846057572,87
"{RW=[11.1,15.6),BD=[11.3,16.4)} => {FL=[12.5,17.8)}",0.405,0.952941176470588,1.79800221975583,81
"{FL=[12.5,17.8),RW=[11.1,15.6)} => {BD=[11.3,16.4)}",0.405,0.964285714285714,1.89075630252101,81
"{CL=[25.7,36.6),BD=[11.3,16.4)} => {CW=[29.6,42.1)}",0.465,0.978947368421053,1.76386913229019,93
"{CW=[29.6,42.1),BD=[11.3,16.4)} => {CL=[25.7,36.6)}",0.465,0.98936170212766,1.8667201926937,93
"{RW=[11.1,15.6),BD=[11.3,16.4)} => {CL=[25.7,36.6)}",0.39,0.917647058823529,1.73140954495006,78
"{RW=[11.1,15.6),CL=[25.7,36.6)} => {BD=[11.3,16.4)}",0.39,0.928571428571429,1.82072829131653,78
"{RW=[11.1,15.6),BD=[11.3,16.4)} => {CW=[29.6,42.1)}",0.39,0.917647058823529,1.65341812400636,78
"{FL=[12.5,17.8),CL=[25.7,36.6)} => {CW=[29.6,42.1)}",0.465,0.978947368421053,1.76386913229019,93
"{FL=[12.5,17.8),CW=[29.6,42.1)} => {CL=[25.7,36.6)}",0.465,0.98936170212766,1.8667201926937,93
"{FL=[12.5,17.8),RW=[11.1,15.6)} => {CL=[25.7,36.6)}",0.39,0.928571428571429,1.75202156334232,78
"{RW=[11.1,15.6),CL=[25.7,36.6)} => {FL=[12.5,17.8)}",0.39,0.928571428571429,1.75202156334232,78
"{FL=[12.5,17.8),RW=[11.1,15.6)} => {CW=[29.6,42.1)}",0.39,0.928571428571429,1.67310167310167,78
"{RW=[11.1,15.6),CL=[25.7,36.6)} => {CW=[29.6,42.1)}",0.415,0.988095238095238,1.78035178035178,83
"{RW=[11.1,15.6),CW=[29.6,42.1)} => {CL=[25.7,36.6)}",0.415,0.922222222222222,1.74004192872117,83
"{FL=[12.5,17.8),CL=[25.7,36.6),BD=[11.3,16.4)} => {CW=[29.6,42.1)}",0.43,0.977272727272727,1.76085176085176,86
"{FL=[12.5,17.8),CW=[29.6,42.1),BD=[11.3,16.4)} => {CL=[25.7,36.6)}",0.43,0.988505747126437,1.86510518325743,86
"{CL=[25.7,36.6),CW=[29.6,42.1),BD=[11.3,16.4)} => {FL=[12.5,17.8)}",0.43,0.924731182795699,1.74477581659566,86
"{FL=[12.5,17.8),CL=[25.7,36.6),CW=[29.6,42.1)} => {BD=[11.3,16.4)}",0.43,0.924731182795699,1.81319839763863,86
"{FL=[12.5,17.8),RW=[11.1,15.6),BD=[11.3,16.4)} => {CL=[25.7,36.6)}",0.375,0.925925925925926,1.74703004891684,75
"{RW=[11.1,15.6),CL=[25.7,36.6),BD=[11.3,16.4)} => {FL=[12.5,17.8)}",0.375,0.961538461538462,1.81422351233672,75
"{FL=[12.5,17.8),RW=[11.1,15.6),CL=[25.7,36.6)} => {BD=[11.3,16.4)}",0.375,0.961538461538462,1.88536953242836,75
"{FL=[12.5,17.8),RW=[11.1,15.6),BD=[11.3,16.4)} => {CW=[29.6,42.1)}",0.375,0.925925925925926,1.66833500166834,75
"{RW=[11.1,15.6),CW=[29.6,42.1),BD=[11.3,16.4)} => {FL=[12.5,17.8)}",0.375,0.961538461538462,1.81422351233672,75
"{FL=[12.5,17.8),RW=[11.1,15.6),CW=[29.6,42.1)} => {BD=[11.3,16.4)}",0.375,0.961538461538462,1.88536953242836,75
"{RW=[11.1,15.6),CL=[25.7,36.6),BD=[11.3,16.4)} => {CW=[29.6,42.1)}",0.385,0.987179487179487,1.77870177870178,77
"{RW=[11.1,15.6),CW=[29.6,42.1),BD=[11.3,16.4)} => {CL=[25.7,36.6)}",0.385,0.987179487179487,1.86260280599903,77
"{RW=[11.1,15.6),CL=[25.7,36.6),CW=[29.6,42.1)} => {BD=[11.3,16.4)}",0.385,0.927710843373494,1.81904086935979,77
"{FL=[12.5,17.8),RW=[11.1,15.6),CL=[25.7,36.6)} => {CW=[29.6,42.1)}",0.385,0.987179487179487,1.77870177870178,77
"{FL=[12.5,17.8),RW=[11.1,15.6),CW=[29.6,42.1)} => {CL=[25.7,36.6)}",0.385,0.987179487179487,1.86260280599903,77
"{RW=[11.1,15.6),CL=[25.7,36.6),CW=[29.6,42.1)} => {FL=[12.5,17.8)}",0.385,0.927710843373494,1.75039781768584,77
"{FL=[12.5,17.8),RW=[11.1,15.6),CL=[25.7,36.6),BD=[11.3,16.4)} => {CW=[29.6,42.1)}",0.37,0.986666666666667,1.77777777777778,74
"{FL=[12.5,17.8),RW=[11.1,15.6),CW=[29.6,42.1),BD=[11.3,16.4)} => {CL=[25.7,36.6)}",0.37,0.986666666666667,1.86163522012579,74
"{RW=[11.1,15.6),CL=[25.7,36.6),CW=[29.6,42.1),BD=[11.3,16.4)} => {FL=[12.5,17.8)}",0.37,0.961038961038961,1.81328105856408,74
"{FL=[12.5,17.8),RW=[11.1,15.6),CL=[25.7,36.6),CW=[29.6,42.1)} => {BD=[11.3,16.4)}",0.37,0.961038961038961,1.88439011968424,74
