"rules","support","confidence","lift","count"
"{FL=[ 7.2,12.5)} => {BD=[ 6.1,11.3)}",0.18,0.972972972972973,4.23031727379554,36
"{CL=[14.7,25.7)} => {CW=[17.1,29.6)}",0.19,1,5,38
"{CW=[17.1,29.6)} => {CL=[14.7,25.7)}",0.19,0.95,5,38
"{CL=[14.7,25.7)} => {BD=[ 6.1,11.3)}",0.185,0.973684210526316,4.23340961098398,37
"{CW=[17.1,29.6)} => {index=[ 1.0,17.3)}",0.19,0.95,2.79411764705882,38
"{CW=[42.1,54.6]} => {CL=[36.6,47.6]}",0.245,1,3.57142857142857,49
"{CW=[42.1,54.6]} => {index=[33.7,50.0]}",0.235,0.959183673469388,2.82112845138055,47
"{BD=[16.4,21.6]} => {CL=[36.6,47.6]}",0.25,0.961538461538462,3.43406593406593,50
"{BD=[16.4,21.6]} => {FL=[17.8,23.1]}",0.25,0.961538461538462,3.37381916329285,50
"{CL=[25.7,36.6)} => {CW=[29.6,42.1)}",0.52,0.981132075471698,1.76780554139045,104
"{RW=[15.6,20.2],CW=[42.1,54.6]} => {BD=[16.4,21.6]}",0.135,1,3.84615384615385,27
"{RW=[15.6,20.2],BD=[16.4,21.6]} => {CW=[42.1,54.6]}",0.135,1,4.08163265306122,27
"{RW=[15.6,20.2],CW=[42.1,54.6]} => {CL=[36.6,47.6]}",0.135,1,3.57142857142857,27
"{RW=[15.6,20.2],CL=[36.6,47.6]} => {CW=[42.1,54.6]}",0.135,1,4.08163265306122,27
"{RW=[15.6,20.2],CW=[42.1,54.6]} => {index=[33.7,50.0]}",0.13,0.962962962962963,2.8322440087146,26
"{index=[33.7,50.0],RW=[15.6,20.2]} => {CW=[42.1,54.6]}",0.13,0.962962962962963,3.93046107331822,26
"{sex=[0.667,1.000],CW=[42.1,54.6]} => {RW=[15.6,20.2]}",0.105,1,6.45161290322581,21
"{RW=[15.6,20.2],BD=[16.4,21.6]} => {CL=[36.6,47.6]}",0.135,1,3.57142857142857,27
"{RW=[15.6,20.2],CL=[36.6,47.6]} => {BD=[16.4,21.6]}",0.135,1,3.84615384615385,27
"{RW=[15.6,20.2],BD=[16.4,21.6]} => {index=[33.7,50.0]}",0.13,0.962962962962963,2.8322440087146,26
"{index=[33.7,50.0],RW=[15.6,20.2]} => {BD=[16.4,21.6]}",0.13,0.962962962962963,3.7037037037037,26
"{RW=[15.6,20.2],CL=[36.6,47.6]} => {index=[33.7,50.0]}",0.13,0.962962962962963,2.8322440087146,26
"{index=[33.7,50.0],RW=[15.6,20.2]} => {CL=[36.6,47.6]}",0.13,0.962962962962963,3.43915343915344,26
"{sex=[0.667,1.000],CL=[36.6,47.6]} => {RW=[15.6,20.2]}",0.105,0.954545454545455,6.158357771261,21
"{FL=[ 7.2,12.5),CL=[14.7,25.7)} => {CW=[17.1,29.6)}",0.17,1,5,34
"{FL=[ 7.2,12.5),CW=[17.1,29.6)} => {CL=[14.7,25.7)}",0.17,1,5.26315789473684,34
"{FL=[ 7.2,12.5),CL=[14.7,25.7)} => {BD=[ 6.1,11.3)}",0.17,1,4.34782608695652,34
"{sex=[0.667,1.000],FL=[ 7.2,12.5)} => {CL=[14.7,25.7)}",0.1,0.952380952380952,5.0125313283208,20
"{FL=[ 7.2,12.5),CW=[17.1,29.6)} => {BD=[ 6.1,11.3)}",0.17,1,4.34782608695652,34
"{sex=[0.667,1.000],FL=[ 7.2,12.5)} => {CW=[17.1,29.6)}",0.1,0.952380952380952,4.76190476190476,20
"{FL=[ 7.2,12.5),RW=[ 6.5,11.1)} => {BD=[ 6.1,11.3)}",0.165,0.970588235294118,4.21994884910486,33
"{index=[ 1.0,17.3),FL=[ 7.2,12.5)} => {BD=[ 6.1,11.3)}",0.17,0.971428571428571,4.22360248447205,34
"{sex=[0.667,1.000],FL=[ 7.2,12.5)} => {BD=[ 6.1,11.3)}",0.105,1,4.34782608695652,21
"{FL=[ 7.2,12.5),RW=[ 6.5,11.1)} => {index=[ 1.0,17.3)}",0.165,0.970588235294118,2.85467128027682,33
"{sex=[0.000,0.333),FL=[ 7.2,12.5)} => {RW=[ 6.5,11.1)}",0.08,1,3.77358490566038,16
"{sex=[0.000,0.333),FL=[ 7.2,12.5)} => {index=[ 1.0,17.3)}",0.08,1,2.94117647058824,16
"{CL=[14.7,25.7),CW=[17.1,29.6)} => {BD=[ 6.1,11.3)}",0.185,0.973684210526316,4.23340961098398,37
"{CL=[14.7,25.7),BD=[ 6.1,11.3)} => {CW=[17.1,29.6)}",0.185,1,5,37
"{CW=[17.1,29.6),BD=[ 6.1,11.3)} => {CL=[14.7,25.7)}",0.185,1,5.26315789473684,37
"{RW=[ 6.5,11.1),CL=[14.7,25.7)} => {CW=[17.1,29.6)}",0.175,1,5,35
"{RW=[ 6.5,11.1),CW=[17.1,29.6)} => {CL=[14.7,25.7)}",0.175,0.972222222222222,5.11695906432749,35
"{index=[ 1.0,17.3),CL=[14.7,25.7)} => {CW=[17.1,29.6)}",0.18,1,5,36
"{sex=[0.000,0.333),CL=[14.7,25.7)} => {CW=[17.1,29.6)}",0.08,1,5,16
"{sex=[0.667,1.000],CL=[14.7,25.7)} => {CW=[17.1,29.6)}",0.11,1,5,22
"{sex=[0.667,1.000],CW=[17.1,29.6)} => {CL=[14.7,25.7)}",0.11,0.956521739130435,5.03432494279176,22
